календарь приёма;основные даты;"4 августа — завершение приема заявлений о согласии на зачисление от поступающих в пределах особой квоты, целевой квоты и БВИ; 11 августа — завершение приема заявлений о согласии на зачисление на основные конкурсные места; 21 августа — завершение приема заявлений о согласии на зачисление на основные конкурсные места, оставшиеся после зачисления 17 августа";До какого числа необходимо подать согласие?;((до )?како(го|й) (числа|дня|даты)|когда) (можно|нужно|необходимо|надо) (по|с)дать (заявлени(я|е)|доки|бумаги|документы?)
календарь приёма;основные даты;? до 21 августа;До какого числа можно заключить договор на контрактное обучение?;((до )?како(го|й) (числа|дня|даты)|когда) (можно|нужно|необходимо|надо) (по|с)дать (заявлени(я|е)|договоры?) (на )?(контракт(ное)?|платное?)( обучение| учебу)?
календарь приёма;основные даты;Оригиналы документов об образовании, а также заявлений и согласий на зачисление необходимо предоставить в течении учебного года;До какого числа необходимо предоставить оригиналы?;((до )?како(го|й) (числа|дня|даты)|когда) (можно|нужно|необходимо|надо) (по|с)дать оригинал(ы|ьные) (доки|бумаги|документы)
календарь приёма;основные даты;"6 августа — издание приказов о зачислении лиц, поступающих без вступительных испытаний, поступающих на места в пределах квот;17 августа — издание приказов о зачислении лиц, подавших заявление о согласии на зачисление на основные конкурсные места до заполнения 100% основных конкурсных мест. 23 августа — издание приказов о зачислении лиц, подавших заявление о согласии на зачисление на основные конкурсные места, оставшиеся после зачисления 17 августа.23 августа — издание приказов о зачислении на обучение на места по договорам об оказании платных образовательных услуг.";Когда публикуются приказы о зачислении?;((до )?како(го|й) (числа|дня|даты)|когда) (будут )?(публиковаться |опубликованы? |публикуются |выложены? |вывешены? |изда((е|ю)тся|ны?) )?приказы? (о )?зачислении
календарь приёма;расписание вступительных исптыаний;"Основной этап: 19—29 июля; 9—18 августа (заочное и контарктное обучение)";Когда проводятся вступительные испытания по материалам ВУЗа?;(в каких (числах|датах|днях)|(до )?како(го|й) (числа|дня|даты)|когда)(  будут)?( проводятся| проведены| состоятся)?(( вступительные)?( испытания| экзамены)?|ВИ|ВЭ)?( по материалам (ВУЗа|универа|университета|НГТУ))?
календарь приёма;расписание вступительных исптыаний;Результаты экзаменов становятся известны сразу, после прохождения тестирования.;Когда станут известны результаты экзаменов?;(в каких (числах|датах|днях)|(до )?како(го|й) (числа|дня|даты)|когда)(  будут| станут)?( известны| появятся)? результаты( вступительных( испытаний| экзаменов)?|( вступительных)?( испытаний| экзаменов))
календарь приёма;расписание вступительных исптыаний;Запись на вступительные экзамены проводится через личный кабинет потсупающего на сайте университета. Сдающий выбирает удобное для себя время и дату сдачи.;Как найти расписание вступительных испытаний?;(как|где)( найти| получить| узнать) расписание( вступительных( испытаний| экзаменов)?|( вступительных)?( испытаний| экзаменов))
календарь приёма;расписание вступительных исптыаний;Заявление на аппеляцию отправляется в течении одного часа с момента завершения тестирования;Когда проводится апелляция?;(в каких (числах|датах|днях)|(до )?како(го|й) (числа|дня|даты)|когда)(  буд(у|е)?т)?( проводить?ся)? апелляци(я|и)?( результат(а|ов)?)?( вступительных( испытаний| экзаменов)?|( вступительных)?( испытаний| экзаменов))
календарь приёма;приказы о зачислении;"6 августа — издание приказов о зачислении лиц, поступающих без вступительных испытаний, поступающих на места в пределах квот;17 августа — издание приказов о зачислении лиц, подавших заявление о согласии на зачисление на основные конкурсные места до заполнения 100% основных конкурсных мест. 23 августа — издание приказов о зачислении лиц, подавших заявление о согласии на зачисление на основные конкурсные места, оставшиеся после зачисления 17 августа.";Когда публикуются приказы о зачислении на бюджетные места?;((до )?како(го|й) (числа|дня|даты)|когда)( будут)?( публиковаться | опубликованы?| публикуются| выложены?| вывешены?| изда((е|ю)тся|ны?))? приказы? (о )?зачислении на бюджет(ные)?( места)?
календарь приёма;приказы о зачислении;23.авг;Когда публикуются приказы о зачислении на контрактные места?;((до )?како(го|й) (числа|дня|даты)|когда)( будут)?( публиковаться | опубликованы?| публикуются| выложены?| вывешены?| изда((е|ю)тся|ны?))? приказы? (о )?зачислении на (плат(ные|ку)|контракт(ные)?)( места)?
календарь приёма;приказы о зачислении;06.авг;Когда публикуются приказы о зачислении на места в пределах особой квоты?;((до )?како(го|й) (числа|дня|даты)|когда)( будут)?( публиковаться | опубликованы?| публикуются| выложены?| вывешены?| изда((е|ю)тся|ны?))? приказы? (о )?зачислении на места (в пределах( особой)? (квоты|льготы)|по( особой)? (квоте|льготе))
календарь приёма;заселение в общежитие;В момент подачи документов в личном кабинете поступающего необходимо оставить отметку о том, что Вы нуждаетесь в общежитии. Далее, в случае вашего потсупления, Вам придет уведовление о дате и порядке заселения.;Когда нужно подать документы на заселение?;(когда |до как(ой|ого|ая) )?((крайн(ий|яя) )?срок|дат(а|ы)|числ(о|а)|чисел) ((можно|нужно) )?((под|сд)а(чи|ть)|предоставить) (доков|документ(ов|а)|заявлени(й|я)) на заселение( в( общежитие| общагу))
календарь приёма;заселение в общежитие;Заселение в общежитие производится в конце августа. На электронную почту, указанную Вами при регистрации придет оповещение с рекомендуемой датой заезда.;Когда будет заселение в общежитие?;(когда |до как(ой|ого|ая) )?((крайн(ий|яя) )?срок|дат(а|ы)|числ(о|а)|чисел) ((можно|нужно) )?(засел(иться|ени(е|я))|заехать) в( общежитие| общагу)
календарь приёма;заселение в общежитие;Вы можете заселиться не в дату заезда, однако, лучше заранее предупредить об этом дирекцию студ.городка;Могу ли я заселиться раньше/позже?;(могу|можно)(( |-)?ли)?( я)?(заселиться|заехать)( в( общежитие| общагу))?( раньше)?( позже)?
особые категории;льготы;Право на прием на обучение в пределах особой квоты имеют дети-инвалиды, инвалиды I и II групп, инвалиды с детства, инвалиды вследствие военной травмы или заболевания, полученных в период прохождения военной службы, дети-сироты и дети, оставшиеся без попечения родителей, а также лица из числа детей-сирот и детей, оставшихся без попечения родителей и ветераны боевых действий из числа лиц, указанных в подпунктах 1-4 пункта 1 статьи 3 Федерального закона от 12 января 1995 г. № 5-ФЗ «О ветеранах». Право поступления БВИ имеют победители и призеры заключительного этапа всероссийской олимпиады школьников, члены сборных команд Российской Федерации, участвовавшие в международных олимпиадах по общеобразовательным предметам;Какие «льготы» установлены правилами приема?;какие (льготы|квоты)( есть| установлены)?( по)?( правилами?)( приема)?
особые категории;льготы;"Для поступления в пределах ""особых квот"" необходимо дополнительно к общему списку документов прикрепить докумнеты, подтверждающие наличии у абитуриента право на поступления в рамках данной категории.";Какие документы подавать при поступлении по «льготе»?;какие (документы|доки|бумаги) (по|с)да(ва)?ть (при|для) поступлени(и|я) по( особой)? (льготе|квоте)
особые категории;льготы;до 29 июля;До какого числа необходимо подать документы «по льготе»?;(когда |до как(ой|ого|ая) )?((крайн(ий|яя) )?срок|дат(а|ы)|числ(о|а)|чисел) ((можно|нужно) )?((под|сд)а(чи|ть)|предоставить) (док(ов|и)|документ(ов|а)|заявлени(й|я)|бумаги?)( для)?( поступления)? по( особой)? (льготе|квоте)?
особые категории;льготы;"Да, если вы относитесь к категории ""инвалиды, в том числе дети-инвалиды""";Можно ли сдавать вступительные испытания по материалам ВУЗа, если я поступаю по «льготе»?;(можно|нужно)(( |-)?ли)? сда(ва)?ть вступительные( испытания| экзамены)?( по материалам (вуза|университета|универа|уника|нгту))? если( я)? поступа(ет|ю) по( особой)? (льготе|квоте)
особые категории;льготы;Для поступления по льготе Вам необходимо набрать баллы минимальные баллы, устанволенные университетом самостоятельно. ПРи этом в пределах особой квоты установленно ограниченное число мест, и набор минимальных баллов не может гарантировать Вам поступление на бюджет, если число таких абитуриентов будет превышать размер квоты. В этом случае поступление происходить на конкрусной (рейтинговой) основе в пределах квоты.;Какие минимальные баллы ЕГЭ нужны при поступлении «по льготе»?;(какие )?минимальные балл?ы( егэ)? (нужны|необходимы) (при|для) поступлени(и|я) по( особой)? (льготе|квоте)
особые категории;льготы;06.авг;Когда издается приказ о зачислении «по льготе»?;((до )?како(го|й) (числа|дня|даты)|когда) (будут )?(публиковаться |опубликованы? |публикуются |выложены? |вывешены? |изда((е|ю)тся|ны?) )?приказы? (о )?зачислении по( особой)? (льготе|квоте)
особые категории;льготы;При поступлении в НГТУ реализуется инклюизивное сопровождение. Заявку на сопровждение вы можете оставить в личном кабинете поступающего, либо обратиться по телефону....;Есть ли инклюзивное сопровождение при поступлении в НГТУ?;(есть|существует|будет)(( |-)?ли)? инклюзивное сопровождение( при поступлении в (нгту|вуз|универ|университет))?
особые категории;льготы;Поступление в пределах особой квоты действует на все направления, где есть бюджетные места.;На какие направления действует «льготное право поступление»?;на как(ое|ие) направлени(е|я) (действует|работает|распространяется) (льготное право( на)? поступление|право на поступление по( особой)? (квоте|льготе))
особые категории;льготы;Вы можете принять участие в конкурсе сразу на несколько направлений в пределах особой квоты, однако, восопользоваться своим правом сможете только на одно из них, написав соответвующее согласие.;На сколько направлений действует «льготное право поступление»?;на (сколько|какое количество) направлений (действует|работает|распространяется) (льготное право( на)? поступление|право на поступление по( особой)? (квоте|льготе))
особые категории;поступление БВИ;"Победители и призеры заключительного этапа всероссийской олимпиады школьников (далее – всероссийская олимпиада), членам сборных команд Российской Федерации, участвовавших в международных олимпиадах по общеобразовательным предметам и сформированных в порядке, установленном федеральным органом исполнительной власти, осуществляющим функции по выработке и реализации государственной политики и нормативно-правовому регулированию в сфере общего образования (далее – члены сборных команд, участвовавших в международных олимпиадах) предоставляется право на прием без вступительных испытаний в соответствии с частью 4 статьи 71 Федерального закона № 273-ФЗ.
Победители и призеры олимпиад школьников, проводимых в порядке, устанавливаемом федеральным органом исполнительной власти, осуществляющим функции по выработке государственной политики и нормативно-правовому регулированию в сфере высшего образования, по согласованию с федеральным органом исполнительной власти, осуществляющим функции по выработке и реализации государственной политики и нормативно-правовому регулированию в сфере общего образования, предоставляются особые права в соответствии с частью 12 статьи 71 Федерального закона № 273-ФЗ – право на прием без вступительных испытаний по результатам олимпиад школьников.";Кто может поступать «без вступительных испытаний»?;кто (может|имеет право) поступ(а|и)ть (без( вступительных)? (испытаний|экзаменов)|бви)
особые категории;поступление БВИ;до 29 июля;До какого числа необходимо подать документы при поступлении «БВИ»?;(когда |до как(ой|ого|ая) )?((крайн(ий|яя) )?срок|дат(а|ы)|числ(о|а)|чисел) ((можно|нужно) )?((под|сд)а(чи|ть)|предоставить) (доков|бумаги?|документ(ов|а)) (при|для) поступлени(и|я) (без( вступительных)? (испытаний|экзаменов)|бви)
особые категории;поступление БВИ;Необходимо дополнтельно к оснвоным документам предоставить скан диплома олимпиады.;Какие документы подавать при поступлении БВИ?;какие (документы|доки|бумаги) (по|с)да(ва)?ть (при|для) поступлени(и|я) (без( вступительных)? (испытаний|экзаменов)|бви)
особые категории;поступление БВИ;Да, необходимо иметь результаты ЕГЭ, либо результаты ВИ, проводимых ВУЗом самостоятельно. Они должны быть больше минимального балла,установленного университетом, кроме тогопПри поступлении БВИ по результатам олимпиады школьников необходимо иметь не менее 75 баллов по соответвующему предмету.;Нужно ли иметь результаты ЕГЭ при поступлении БВИ?;нужн(о|ы)(( |-)?ли)? иметь результаты (егэ|экзаменов) (при|для) поступлени(и|я) (без( вступительных)? (испытаний|экзаменов)|бви)
особые категории;поступление БВИ;Да.;Можно ли воспользоваться правом поступления БВИ, если сдавать вступительные испытания по материалам ВУЗа?;(можно|нужно)(( |-)?ли)? (вос|ис)пользовать(ся)? прав(ом|ами) поступлени(и|я) (без( вступительных)? (испытаний|экзаменов)|бви) если сдавать (( вступительные)? (испытания|экзамены)|ви)( по материалам)? (вуза|универа|университета|нгту)(( вступительные)? (испытания|экзамены)|ви)( по материалам)? (вуза|универа|университета|нгту)
особые категории;поступление БВИ;06.08.2021;Когда издается приказ о зачислении «БВИ»?;((до )?како(го|й) (числа|дня|даты)|когда) (будут )?(публиковаться |опубликованы? |публикуются |выложены? |вывешены? |изда((е|ю)тся|ны?) )?приказы? (о )?зачислении (без( вступительных)? (испытаний|экзаменов)|бви)
особые категории;поступление БВИ;Вы можете принять участие в конкурсе сразу на несколько направлений, однако, восопользоваться своим правом сможете только на одно из них, написав соответвующее согласие.;На сколько направлений действует право поступление «БВИ»?;на (сколько|какое количество) направлений (действует|работает|распространяется) право( поступлени(е|я))? (без( вступительных)? (испытаний|экзаменов)|бви)
особые категории;индивидуальные достижения;"1) наличие статуса чемпиона, призера Олимпийских игр, Паралимпийских игр, Сурдлимпийских игр, чемпиона мира, чемпиона Европы, лица, занявшего первое место на первенстве мира, первенстве Европы по видам спорта, включенным в программы Олимпийских игр, Паралимпийских игр, Сурдлимпийских игр – 10 баллов;
2) наличие статуса чемпиона мира, чемпиона Европы, победителя первенства мира, первенства Европы по видам спорта, не включенным в программы Олимпийских игр, Паралимпийских игр, Сурдлимпийских игр – 9 баллов;
3) наличие золотого знака отличия Всероссийского физкультурно-спортивного комплекса «Готов к труду и обороне» (ГТО) (далее – Комплекс ГТО) и удостоверения к нему, полученных поступающим в соответствии с Порядком награждения лиц, выполнивших нормативы испытаний (тестов) Всероссийского физкультурно-спортивного комплекса «Готов к труду и обороне» (ГТО), соответствующими знаками отличия Всероссийского физкультурно-спортивного комплекса «Готов к труду и обороне» (ГТО), утвержденным приказом Министерства спорта Российской Федерации от 14 января 2016 г. № 16, если поступающий награжден указанным золотым знаком за выполнение нормативов Комплекса ГТО, установленных для возрастной группы населения Российской Федерации, к которой поступающий относится (относился) в текущем году и (или) в предшествующем году – 3 балла;
4) наличие полученных в образовательных организациях Российской Федерации документов об образовании или об образовании и о квалификации с отличием (аттестата о среднем общем образовании с отличием, аттестата о среднем (полном) общем образовании с отличием, аттестата о среднем (полном) общем образовании для награжденных золотой (серебряной) медалью, диплома о среднем профессиональном образовании с отличием, диплома о начальном профессиональном образовании с отличием, диплома о начальном профессиональном образовании для награжденных золотой (серебряной) медалью) – 5 баллов;
5) участие и (или) результаты участия в олимпиадах школьников (не используемые для получения особых прав и (или) особого преимущества при поступлении на обучение по конкретным условиям поступления). Профиль олимпиады и конкретное количество баллов за данный вид индивидуальных достижений, начисляется в соответствии
с Приложением № 1;
6) участие и (или) результаты участия в мероприятиях, включенных в перечень, утвержденный Министерством просвещения Российской Федерации в соответствии с пунктом 4 Правил выявления детей, проявивших выдающиеся способности и сопровождения их дальнейшего развития, утвержденных постановлением Правительства Российской Федерации от 17 ноября 2015 г. № 1239 – 5 баллов;
7) наличие статуса победителя (призера) национального и (или) международного чемпионата по профессиональному мастерству среди инвалидов и лиц с ограниченными возможностями здоровья «Абилимпикс» – 5 баллов;
8) осуществление волонтерской (добровольческой) деятельности (если с даты завершения периода осуществления указанной деятельности до дня завершения приема документов и вступительных испытаний прошло не более четырех лет), при наличии оформленной и зарегистрированной «Личной книжки волонтера» или подтвержденной печатью регионального ресурсного центра электронной Личной книжки волонтера:
- до 50 часов – 1 балл;
- 50-100 часов – 2 балла;
- 100-150 часов – 3 балла;
- 150 и более часов – 4 балла;
9) наличие удостоверения Волонтер года:
- в регионе – 1 балл;
- России – 2 балла.";Какие индивидуальные достижения засчитываются при поступлении?;как(ое|ие)( индивидуальные)? достижения (зас|у)читываются (при|для) поступлени(и|я)
особые категории;индивидуальные достижения;максимальное количесвто баллов - 10;Сколько баллов можно получить за индивидуальные достижения?;сколько( балл?ов)? можно (иметь|получить) за( индивидуальные)? Достижения
особые категории;индивидуальные достижения;до 29 июля;До какого числа необходимо предоставить документы, подтверждающие наличие индивидуальных достижений?;(когда |до как(ой|ого|ая) )?((крайн(ий|яя) )?срок|дат(а|ы)|числ(о|а)|чисел) ((можно|нужно) )?((под|сд)а(чи|ть)|предоставить) (доков|бумаги?|документ(ов|а)) подтверждающие( наличие)?( индивидуальных)? Достижений
особые категории;индивидуальные достижения;Сканы данных документов, необходимо прикреить в личном кабинете поступающего;Как предоставить документы, подтверждающие наличие индивидуальных достижений?;как ((можно|нужно) )?((под|сд)а(чи|ть)|предоставить) (доки|бумаги?|документы?) подтверждающие( наличие)?( индивидуальных)? Достижений
